,SPY,XLF,XLK,XLE,XLV,XLI,XLY,XLP,XLU,XLB,TLT,GLD,USO,HYG,UUP,^VIX
2016-08-09,185.8486328125,16.249204635620117,21.217344284057617,22.673898696899414,63.26264953613281,49.143672943115234,36.52756118774414,41.822532653808594,18.473852157592773,19.950170516967773,105.63732147216797,127.95999908447266,80.55999755859375,51.02078628540039,20.75970458984375,11.65999984741211
2016-08-10,185.3885955810547,16.12093734741211,21.14983367919922,22.427404403686523,63.05119705200195,49.118431091308594,36.60417175292969,41.975433349609375,18.47749137878418,19.95426368713379,106.04591369628906,128.55999755859375,78.16000366210938,50.926063537597656,20.65110206604004,12.050000190734863
2016-08-11,186.24893188476562,16.154693603515625,21.226346969604492,22.757169723510742,63.41492462158203,49.43836212158203,36.96917724609375,41.975433349609375,18.52121925354004,20.04025650024414,105.10010528564453,127.66999816894531,81.68000030517578,51.050392150878906,20.709579467773438,11.680000305175781
2016-08-12,186.08712768554688,16.107437133789062,21.203842163085938,22.883743286132812,63.25419998168945,49.30366134643555,36.951141357421875,42.12071228027344,18.546720504760742,19.827320098876953,105.9853744506836,127.4000015258789,84.0,51.09178161621094,20.676162719726562,11.550000190734863
2016-08-15,186.623779296875,16.21544647216797,21.30736541748047,23.066951751708984,63.36418151855469,49.631996154785156,37.02325439453125,42.01366424560547,18.262508392333984,20.02796745300293,104.98661804199219,127.83999633789062,86.08000183105469,51.2457160949707,20.642749786376953,11.8100004196167
2016-08-16,185.6612091064453,16.174942016601562,21.14983367919922,23.103595733642578,62.797428131103516,49.4130973815918,36.811458587646484,41.830177307128906,18.047521591186523,19.9215087890625,104.70672607421875,128.47000122070312,87.36000061035156,51.13916778564453,20.458959579467773,12.640000343322754
2016-08-17,186.01040649414062,16.228954315185547,21.140830993652344,23.17353630065918,62.9243049621582,49.55623245239258,36.72584533691406,41.94485092163086,18.31716537475586,19.90512466430664,105.334716796875,128.5,87.91999816894531,51.21025085449219,20.475669860839844,12.1899995803833
2016-08-18,186.42784118652344,16.21544647216797,21.14983367919922,23.64986801147461,62.949676513671875,49.70777893066406,36.703304290771484,42.090126037597656,18.54307746887207,20.032068252563477,105.50113677978516,129.11000061035156,90.4000015258789,51.411441802978516,20.325294494628906,11.430000305175781
2016-08-19,186.15528869628906,16.20870018005371,21.16333770751953,23.453350067138672,62.89894485473633,49.69094467163086,36.72584533691406,41.99073028564453,18.31716537475586,20.060733795166016,104.9488296508789,127.97000122070312,90.72000122070312,51.2575569152832,20.400482177734375,11.34000015258789
2016-08-22,186.14671325683594,16.20870018005371,21.16333770751953,23.183530807495117,63.02580642700195,49.64883041381836,36.68979263305664,42.0518913269043,18.36453628540039,20.032068252563477,105.83402252197266,127.77999877929688,87.76000213623047,51.17469024658203,20.425546646118164,12.270000457763672
2016-08-23,186.52159118652344,16.228954315185547,21.23984718322754,23.34674644470215,63.085025787353516,49.69094467163086,36.874542236328125,41.96779251098633,18.28436851501465,20.20404815673828,105.9475326538086,127.76000213623047,88.72000122070312,51.34635543823242,20.408838272094727,12.380000114440918
2016-08-24,185.56753540039062,16.22219467163086,21.12282943725586,23.253488540649414,62.09536361694336,49.53939437866211,36.698795318603516,41.89898681640625,18.27708625793457,19.970643997192383,105.6978759765625,126.33999633789062,86.55999755859375,51.204280853271484,20.467313766479492,13.449999809265137
2016-08-25,185.43975830078125,16.255956649780273,21.16783332824707,23.19019317626953,61.5709114074707,49.530975341796875,36.5771369934082,41.73843002319336,18.28801918029785,20.068920135498047,105.296875,126.2300033569336,87.5999984741211,51.299015045166016,20.467313766479492,13.630000114440918
2016-08-26,185.09046936035156,16.276201248168945,21.176834106445312,23.110254287719727,61.80776596069336,49.38785171508789,36.47349548339844,41.52433776855469,17.9090633392334,19.95426368713379,104.68402099609375,126.05000305175781,87.5999984741211,51.239810943603516,20.617687225341797,13.649999618530273
2016-08-29,186.0019073486328,16.417972564697266,21.257850646972656,23.266803741455078,61.9431037902832,49.741458892822266,36.59967041015625,41.769004821777344,18.05481719970703,20.13443946838379,106.08375549316406,126.30000305175781,86.80000305175781,51.494327545166016,20.634395599365234,12.9399995803833
2016-08-30,185.69529724121094,16.566492080688477,21.185836791992188,23.186864852905273,61.731605529785156,49.60674285888672,36.39686584472656,41.52433776855469,17.86533546447754,20.08530044555664,105.67517852783203,125.02999877929688,85.83999633789062,51.52394485473633,20.742998123168945,13.119999885559082
2016-08-31,185.16720581054688,16.579999923706055,21.14983367919922,22.820457458496094,61.54555130004883,49.32891082763672,36.302242279052734,41.57784652709961,17.938213348388672,19.88465118408203,105.8264389038086,124.77999877929688,82.87999725341797,51.32268142700195,20.734642028808594,13.420000076293945
2016-09-01,185.1756591796875,16.51247787475586,21.217344284057617,22.75383758544922,61.384803771972656,49.37101745605469,36.37434005737305,41.59314727783203,17.847116470336914,19.9665470123291,105.9432373046875,125.29000091552734,80.4800033569336,51.42433166503906,20.659456253051758,13.479999542236328
2016-09-02,186.01040649414062,16.586742401123047,21.311861038208008,23.010326385498047,61.452510833740234,49.61516189575195,36.446441650390625,41.91426086425781,18.083961486816406,20.16720199584961,105.0791015625,126.56999969482422,81.91999816894531,51.662132263183594,20.709579467773438,11.979999542236328
2016-09-06,186.5726318359375,16.559741973876953,21.419883728027344,23.356746673583984,61.67243194580078,49.47203826904297,36.5140495300293,42.00603103637695,18.28072166442871,20.122154235839844,105.84466552734375,128.7100067138672,83.12000274658203,51.72159957885742,20.467313766479492,12.020000457763672
2016-09-07,186.5556182861328,16.552993774414062,21.47389793395996,23.489980697631836,61.67243194580078,49.530975341796875,36.53206253051758,41.63902282714844,18.28436851501465,20.09348487854004,105.76885986328125,128.27000427246094,84.16000366210938,51.57893753051758,20.500728607177734,11.9399995803833
2016-09-08,186.12973022460938,16.539487838745117,21.298362731933594,23.9296817779541,61.72319030761719,49.48887634277344,36.21663284301758,41.40964889526367,18.346309661865234,20.00749969482422,104.44242858886719,127.58999633789062,87.68000030517578,51.48379898071289,20.525794982910156,12.510000228881836
2016-09-09,181.67469787597656,16.228954315185547,20.776254653930664,23.216840744018555,60.488216400146484,48.091270446777344,35.342437744140625,40.28571701049805,17.657644271850586,19.426027297973633,102.72177124023438,126.75,84.72000122070312,50.99031448364258,20.584270477294922,17.5
2016-09-12,184.28126525878906,16.411226272583008,21.12282943725586,23.446687698364258,61.384803771972656,48.705875396728516,35.83810806274414,41.042640686035156,17.971004486083984,19.61029815673828,102.7748031616211,126.58999633789062,85.12000274658203,51.16869354248047,20.55085563659668,15.15999984741211
2016-09-13,181.6321258544922,16.12093734741211,20.96979522705078,22.77715301513672,60.5643310546875,47.990238189697266,35.32891082763672,40.53803253173828,17.723228454589844,19.24585723876953,101.60751342773438,125.75,82.95999908447266,50.77635192871094,20.634395599365234,17.850000381469727
2016-09-14,181.5640106201172,16.08043098449707,21.06882095336914,22.50735092163086,60.5643310546875,47.948143005371094,35.33340072631836,40.41569519042969,17.79245948791504,19.2008113861084,101.75914764404297,126.18000030517578,80.72000122070312,50.76443099975586,20.584270477294922,18.139999389648438
2016-09-15,183.3783721923828,16.174942016601562,21.415388107299805,22.787155151367188,61.19026565551758,48.32701110839844,35.590274810791016,40.74446105957031,17.927282333374023,19.32365608215332,101.31950378417969,125.37000274658203,81.12000274658203,51.06169891357422,20.57591438293457,16.299999237060547
2016-09-16,182.6695098876953,16.021652221679688,21.336748123168945,22.603172302246094,61.231868743896484,47.922359466552734,35.51337814331055,40.61214828491211,18.102201461791992,19.246274948120117,102.1381607055664,125.05999755859375,80.0,51.073585510253906,20.742998123168945,15.369999885559082
2016-09-19,182.7036895751953,16.12380599975586,21.296072006225586,22.589767456054688,61.011104583740234,48.13400650024414,35.48623275756836,40.52750778198242,18.282278060913086,19.27509117126465,101.8045883178711,125.31999969482422,79.83999633789062,51.10331344604492,20.692874908447266,15.529999732971191
2016-09-20,182.71226501464844,16.132164001464844,21.282514572143555,22.42556381225586,61.19789505004883,48.17632293701172,35.51337814331055,40.63522720336914,18.249197006225586,19.217456817626953,102.160888671875,125.44000244140625,80.55999755859375,51.04386520385742,20.726287841796875,15.920000076293945
2016-09-21,184.7669677734375,16.23236083984375,21.522048950195312,22.944984436035156,61.80930709838867,48.802764892578125,35.85715866088867,40.85832977294922,18.620351791381836,19.50969886779785,102.98705291748047,127.2699966430664,83.19999694824219,51.465946197509766,20.634395599365234,13.300000190734863
2016-09-22,185.93124389648438,16.2657527923584,21.653118133544922,22.971792221069336,62.276336669921875,49.149845123291016,36.1195068359375,41.21989440917969,18.734275817871094,19.57143783569336,103.80572509765625,127.56999969482422,84.23999786376953,51.638336181640625,20.60933494567871,12.020000457763672
2016-09-23,184.91250610351562,16.1822566986084,21.463302612304688,22.666845321655273,62.08103561401367,48.862030029296875,36.038082122802734,41.03526306152344,18.719575881958008,19.4726505279541,103.70714569091797,127.6500015258789,81.5199966430664,51.57893753051758,20.617687225341797,12.289999961853027
2016-09-26,183.414306640625,15.923408508300781,21.336748123168945,22.566314697265625,61.359256744384766,48.650390625,35.6400260925293,40.6890869140625,18.671802520751953,19.382102966308594,104.36660766601562,127.55000305175781,83.44000244140625,51.352989196777344,20.57591438293457,14.5
2016-09-27,184.55294799804688,16.04865837097168,21.57176399230957,22.415515899658203,61.792320251464844,48.98900604248047,36.00189208984375,40.85832977294922,18.429262161254883,19.439725875854492,105.1321029663086,126.62000274658203,81.19999694824219,51.50161361694336,20.592622756958008,13.100000381469727
2016-09-28,185.4689483642578,16.12380599975586,21.61244010925293,23.383983612060547,61.69888687133789,49.369937896728516,36.10141372680664,40.92757034301758,18.40353775024414,19.661991119384766,104.9047622680664,126.22000122070312,85.19999694824219,51.846431732177734,20.60933494567871,12.390000343322754
2016-09-29,183.79098510742188,15.898357391357422,21.481372833251953,23.343767166137695,60.61197280883789,48.98052978515625,35.91596603393555,40.52750778198242,18.1279296875,19.50969886779785,105.17008972167969,126.06999969482422,86.95999908447266,51.65024185180664,20.626041412353516,14.020000457763672
2016-09-30,185.1779327392578,16.115455627441406,21.5943603515625,23.66212272644043,61.231868743896484,49.42073440551758,36.20545959472656,40.93524169921875,18.00298500061035,19.653759002685547,104.2301025390625,125.63999938964844,87.44000244140625,51.87616729736328,20.617687225341797,13.289999961853027
2016-10-03,184.73269653320312,16.040307998657227,21.53108787536621,23.645360946655273,61.18093490600586,49.46306228637695,36.182830810546875,40.673683166503906,17.749422073364258,19.629060745239258,103.88618469238281,125.31999969482422,88.80000305175781,51.843894958496094,20.659456253051758,13.569999694824219
2016-10-04,183.79098510742188,16.107105255126953,21.454256057739258,23.40408706665039,61.062049865722656,49.04827117919922,36.056182861328125,40.32749557495117,17.37826156616211,19.36152458190918,102.67121124267578,120.97000122070312,88.72000122070312,51.754356384277344,20.75135040283203,13.630000114440918
2016-10-05,184.6042938232422,16.3659610748291,21.53108787536621,23.76265525817871,61.29981994628906,49.36149215698242,36.20545959472656,40.28902053833008,17.341506958007812,19.493236541748047,102.19286346435547,120.77999877929688,90.80000305175781,51.89167785644531,20.77641487121582,12.989999771118164
2016-10-06,184.73269653320312,16.391006469726562,21.58080291748047,23.799518585205078,61.07052993774414,49.36149215698242,36.23260498046875,40.365970611572266,17.337841033935547,19.653759002685547,101.6233139038086,119.66000366210938,92.08000183105469,51.92152404785156,20.8850154876709,12.84000015258789
2016-10-07,184.0991668701172,16.382654190063477,21.522048950195312,23.66212272644043,61.028099060058594,48.72657775878906,36.069740295410156,40.25825881958008,17.31578826904297,19.287433624267578,101.6916732788086,119.73999786376953,90.63999938964844,52.040992736816406,20.85159683227539,13.479999542236328
2016-10-10,185.0580596923828,16.466157913208008,21.671194076538086,24.03409767150879,61.308284759521484,48.77736282348633,36.128562927246094,40.25825881958008,17.4591064453125,19.402685165405273,101.09175109863281,120.16000366210938,93.36000061035156,52.19025802612305,20.935138702392578,13.380000114440918
2016-10-11,182.72080993652344,16.315853118896484,21.427135467529297,23.759315490722656,59.77134704589844,48.26946258544922,35.68977355957031,40.0505485534668,17.26066780090332,19.139257431030273,100.86396789550781,119.55000305175781,92.63999938964844,51.89764404296875,21.09386444091797,15.359999656677246
2016-10-12,182.96055603027344,16.29916000366211,21.463302612304688,23.658771514892578,59.49113082885742,48.36256790161133,35.85715866088867,40.27363204956055,17.429710388183594,19.102224349975586,100.96268463134766,119.73999786376953,91.44000244140625,51.879730224609375,21.152341842651367,15.90999984741211
2016-10-13,182.3612823486328,16.140501022338867,21.32770538330078,23.528078079223633,59.51661682128906,48.34563064575195,35.72597122192383,40.281341552734375,17.64652442932129,19.00343132019043,101.34239196777344,120.02999877929688,91.91999816894531,51.748382568359375,21.07715606689453,16.690000534057617
2016-10-14,182.45541381835938,16.215660095214844,21.409055709838867,23.390687942504883,59.117515563964844,48.44721603393555,35.68525695800781,40.28902053833008,17.547306060791016,19.065174102783203,99.92242431640625,119.36000061035156,91.5199966430664,51.8677978515625,21.185760498046875,16.1200008392334
2016-10-17,181.82192993164062,16.140501022338867,21.363861083984375,23.276744842529297,58.922210693359375,48.32024383544922,35.391239166259766,40.096702575683594,17.642850875854492,19.081634521484375,100.56026458740234,119.68000030517578,90.95999908447266,51.79616165161133,21.135635375976562,16.209999084472656
2016-10-18,182.96055603027344,16.27410888671875,21.481372833251953,23.37057876586914,59.62700653076172,48.42181396484375,35.626441955566406,40.21979522705078,17.793516159057617,19.254505157470703,100.88677215576172,120.41999816894531,91.5999984741211,52.005149841308594,21.152341842651367,15.279999732971191
2016-10-19,183.44854736328125,16.41605567932129,21.522048950195312,23.702335357666016,59.40620803833008,48.5742073059082,35.7847785949707,39.98899841308594,17.75309181213379,19.39444923400879,100.97029113769531,121.11000061035156,93.27999877929688,52.154441833496094,21.160694122314453,14.40999984741211
2016-10-20,183.1061248779297,16.41605567932129,21.42262077331543,23.67552375793457,59.68644332885742,48.311771392822266,35.71693420410156,39.965911865234375,17.742074966430664,19.377988815307617,101.07657623291016,120.73999786376953,91.44000244140625,52.16038131713867,21.227529525756836,13.75
2016-10-21,183.1916961669922,16.407703399658203,21.481372833251953,23.52137565612793,59.193931579589844,48.244056701660156,36.00189208984375,40.18132400512695,17.639177322387695,19.3697566986084,101.22848510742188,120.83000183105469,91.83999633789062,52.17235565185547,21.302717208862305,13.34000015258789
2016-10-24,183.9707794189453,16.45781135559082,21.689268112182617,23.450992584228516,59.083534240722656,48.337162017822266,36.25973892211914,40.44287872314453,17.705326080322266,19.41502571105957,100.78805541992188,120.55999755859375,91.44000244140625,52.20219421386719,21.327777862548828,13.020000457763672
2016-10-25,183.35440063476562,16.441102981567383,21.61244010925293,23.343767166137695,58.9137077331543,48.210182189941406,35.83452606201172,40.58906173706055,17.815567016601562,19.238046646118164,101.05382537841797,121.47000122070312,89.91999816894531,52.17235565185547,21.319421768188477,13.460000038146973
2016-10-26,182.9862518310547,16.541303634643555,21.490415573120117,23.39738655090332,58.557064056396484,48.3795051574707,35.680747985839844,40.535213470458984,17.859664916992188,19.209230422973633,100.37039947509766,120.79000091552734,88.72000122070312,51.96332550048828,21.31106948852539,14.239999771118164
2016-10-27,182.49822998046875,16.583057403564453,21.463302612304688,23.310251235961914,58.828792572021484,48.049339294433594,35.38219451904297,40.350582122802734,17.75309181213379,19.18453598022461,99.27696990966797,121.01000213623047,89.68000030517578,51.772254943847656,21.35283660888672,15.359999656677246
2016-10-28,181.958984375,16.507905960083008,21.440692901611328,23.2465877532959,57.55507278442383,48.337162017822266,35.3007698059082,40.51982498168945,17.808218002319336,19.233928680419922,99.0567398071289,121.58000183105469,88.08000183105469,51.521461486816406,21.227529525756836,16.190000534057617
2016-10-31,181.96743774414062,16.482858657836914,21.43165397644043,22.99525260925293,57.19843673706055,48.4302864074707,35.327903747558594,40.619842529296875,18.16468048095703,19.24216079711914,99.66423797607422,121.94000244140625,84.23999786376953,51.366188049316406,21.235881805419922,17.059999465942383
2016-11-01,180.64903259277344,16.41605567932129,21.246356964111328,22.998605728149414,56.892738342285156,48.01548385620117,35.07912063598633,40.44287872314453,17.83393669128418,19.131032943725586,99.67179870605469,122.7300033569336,84.55999755859375,51.16584014892578,21.127283096313477,18.559999465942383
2016-11-02,179.56179809570312,16.30750846862793,21.11076545715332,22.743921279907227,56.59553146362305,47.83771514892578,34.86652755737305,40.34288024902344,17.609777450561523,19.028127670288086,100.10546112060547,123.63999938964844,82.23999786376953,50.937896728515625,21.052095413208008,19.31999969482422
2016-11-03,178.7399139404297,16.32420539855957,20.90738868713379,22.83439826965332,56.060585021972656,47.761531829833984,34.77604675292969,40.06593322753906,17.675922393798828,19.03224754333496,99.3370590209961,124.30000305175781,80.63999938964844,50.949928283691406,20.993616104125977,22.079999923706055
2016-11-04,178.54299926757812,16.27410888671875,20.871232986450195,22.71041488647461,56.451202392578125,47.803855895996094,34.708213806152344,39.7043571472168,17.62080192565918,19.098102569580078,100.22718048095703,124.38999938964844,79.83999633789062,50.97389602661133,20.935138702392578,22.510000228881836
2016-11-07,182.48110961914062,16.683256149291992,21.32318687438965,23.199670791625977,57.894752502441406,48.98052978515625,35.508846282958984,40.3736686706543,17.929489135742188,19.390331268310547,99.37512969970703,122.1500015258789,81.27999877929688,51.687705993652344,21.110572814941406,18.709999084472656
2016-11-08,183.3030242919922,16.691606521606445,21.427135467529297,23.229825973510742,58.05607604980469,49.276817321777344,35.65360641479492,40.542911529541016,18.069135665893555,19.452070236206055,98.9719009399414,121.63999938964844,80.80000305175781,51.57374572753906,21.169052124023438,18.739999771118164
2016-11-09,185.2463836669922,17.40135383605957,21.400012969970703,23.608505249023438,60.10252380371094,50.51277160644531,35.72597122192383,39.98899841308594,17.40398597717285,19.863670349121094,94.77227783203125,121.55999755859375,82.23999786376953,51.21384048461914,21.302717208862305,14.380000114440918
2016-11-10,185.70870971679688,18.044301986694336,21.056537628173828,23.70903968811035,60.76486587524414,51.58785629272461,35.85715866088867,38.919639587402344,16.985063552856445,20.094160079956055,93.37245178222656,119.75,80.31999969482422,50.54203414916992,21.344484329223633,14.739999771118164
2016-11-11,185.28062438964844,18.094398498535156,21.11980628967285,23.276744842529297,59.85628128051758,51.68097686767578,36.06069564819336,38.881187438964844,16.915233612060547,19.818395614624023,92.84745788574219,117.0999984741211,78.16000366210938,50.068153381347656,21.377899169921875,14.170000076293945
2016-11-14,185.4261932373047,18.53695297241211,20.798925399780273,23.407432556152344,59.66944122314453,51.901092529296875,36.06522750854492,38.81194305419922,16.904207229614258,19.863670349121094,92.29207611083984,116.11000061035156,78.95999908447266,50.440059661865234,21.586750030517578,14.479999542236328
2016-11-15,186.873046875,18.52025032043457,21.092695236206055,24.067602157592773,59.839290618896484,52.09579849243164,36.20545959472656,39.05044174194336,17.176145553588867,19.94598960876465,92.74861145019531,117.12000274658203,82.72000122070312,51.10587692260742,21.62016487121582,13.369999885559082
2016-11-16,186.52200317382812,18.2530574798584,21.287031173706055,23.90005111694336,59.584556579589844,51.79949188232422,36.40447998046875,39.05812072753906,17.058549880981445,19.908946990966797,93.58550262451172,116.7699966430664,81.83999633789062,50.901920318603516,21.67864418029785,13.720000267028809
2016-11-17,187.48085021972656,18.503551483154297,21.42262077331543,23.73919105529785,59.82229995727539,51.90953826904297,36.8432502746582,38.9888916015625,17.062231063842773,19.917179107666016,92.2083969116211,116.16999816894531,81.04000091552734,50.76396942138672,21.803956985473633,13.350000381469727
2016-11-18,187.06134033203125,18.503551483154297,21.404539108276367,23.836380004882812,59.18544006347656,51.89259719848633,36.73017883300781,38.85041046142578,17.010778427124023,19.88837242126465,91.94214630126953,115.1500015258789,82.55999755859375,50.76396942138672,21.879140853881836,12.850000381469727
2016-11-21,188.4739227294922,18.570350646972656,21.621477127075195,24.4027156829834,59.3977165222168,52.171974182128906,36.969913482666016,39.11198425292969,17.19084358215332,20.12297821044922,92.17037200927734,115.58000183105469,86.16000366210938,51.171836853027344,21.795602798461914,12.420000076293945
2016-11-22,188.84210205078125,18.57870101928711,21.689268112182617,24.389312744140625,58.540096282958984,52.409000396728516,37.408687591552734,39.31199645996094,17.256994247436523,20.246456146240234,92.13996887207031,115.54000091552734,85.04000091552734,51.54975891113281,21.829015731811523,12.40999984741211
2016-11-23,188.94482421875,18.6872501373291,21.603397369384766,24.489845275878906,58.76936340332031,52.79841613769531,37.44486618041992,39.096588134765625,17.08427619934082,20.337011337280273,91.78240966796875,113.25,85.36000061035156,51.3577995300293,21.962682723999023,12.430000305175781
2016-11-25,189.6468505859375,18.71230125427246,21.69379425048828,24.36920166015625,58.99863815307617,53.08623504638672,37.535343170166016,39.404319763183594,17.33049201965332,20.398744583129883,91.91930389404297,112.61000061035156,82.63999938964844,51.42378616333008,21.920913696289062,12.34000015258789
2016-11-28,188.7564697265625,18.49520492553711,21.71186637878418,24.030746459960938,58.557064056396484,52.72221374511719,37.23680877685547,39.488948822021484,17.664899826049805,20.316429138183594,92.59642791748047,113.80000305175781,83.5199966430664,51.41777420043945,21.8624324798584,13.149999618530273
2016-11-29,189.12460327148438,18.54530143737793,21.725425720214844,23.735843658447266,58.93918991088867,52.764549255371094,37.3363151550293,39.542789459228516,17.738393783569336,20.337011337280273,92.98441314697266,113.2699966430664,80.4800033569336,51.3517951965332,21.81231117248535,12.899999618530273
2016-11-30,188.6708221435547,18.79579734802246,21.467809677124023,24.942241668701172,58.37874984741211,52.832275390625,37.02418899536133,38.91196060180664,17.179819107055664,20.555156707763672,91.47805786132812,111.75,87.44000244140625,51.37577438354492,21.92926788330078,13.329999923706055
2016-12-01,187.97735595703125,19.121448516845703,21.0248966217041,25.002559661865234,57.95418167114258,53.17934799194336,37.04228210449219,38.658084869384766,17.04384994506836,20.563385009765625,90.51219940185547,111.54000091552734,90.63999938964844,51.1353874206543,21.81231117248535,14.069999694824219
2016-12-02,188.07156372070312,18.912700653076172,21.10173225402832,25.076290130615234,58.090057373046875,53.17089080810547,36.838741302490234,38.904258728027344,17.198196411132812,20.571617126464844,91.17542266845703,112.13999938964844,91.83999633789062,51.44267272949219,21.762184143066406,14.119999885559082
2016-12-05,189.20159912109375,19.138151168823242,21.305110931396484,25.297456741333008,57.988155364990234,53.12855911254883,37.2413215637207,38.95042419433594,17.220245361328125,20.73214340209961,91.07632446289062,111.54000091552734,90.80000305175781,51.57522964477539,21.62016487121582,12.140000343322754
2016-12-06,189.8009796142578,19.305150985717773,21.368383407592773,25.250537872314453,58.14948272705078,53.23014831542969,37.3272590637207,39.06582260131836,17.187175750732422,20.7568416595459,91.00765228271484,111.43000030517578,90.31999969482422,51.834293365478516,21.703706741333008,11.789999961853027
2016-12-07,192.28366088867188,19.605745315551758,21.775146484375,25.451610565185547,57.648494720458984,54.22059631347656,38.0510139465332,39.627410888671875,17.41133689880371,21.05318832397461,91.78528594970703,111.83000183105469,88.72000122070312,52.093379974365234,21.636873245239258,12.220000267028809
2016-12-08,192.75450134277344,19.789447784423828,21.829376220703125,25.588998794555664,57.758880615234375,53.91583251953125,38.0510139465332,39.46586227416992,17.44072914123535,21.193132400512695,90.70277404785156,111.56999969482422,90.4800033569336,52.087345123291016,21.829015731811523,12.640000343322754
2016-12-09,193.91885375976562,19.831201553344727,21.987565994262695,25.669429779052734,58.46365737915039,54.16132736206055,38.136962890625,40.03515625,17.624469757080078,21.197248458862305,89.57451629638672,110.4000015258789,91.5199966430664,52.111473083496094,21.920913696289062,11.75
2016-12-12,193.69619750976562,19.639156341552734,21.91976547241211,25.790067672729492,58.743892669677734,53.96662902832031,37.820316314697266,40.196712493896484,17.808218002319336,21.102582931518555,89.74220275878906,110.81999969482422,92.95999908447266,52.03919219970703,21.795602798461914,12.640000343322754
2016-12-13,194.9889678955078,19.689252853393555,22.19546127319336,26.081613540649414,59.219383239746094,53.89044952392578,38.159568786621094,40.38135528564453,17.991960525512695,21.069650650024414,90.06240844726562,110.44999694824219,93.83999633789062,52.16566848754883,21.820663452148438,12.720000267028809
2016-12-14,193.37948608398438,19.59739112854004,22.118633270263672,25.558841705322266,58.9137077331543,53.348655700683594,37.901737213134766,39.94283676147461,17.62080192565918,20.818571090698242,89.05610656738281,108.83000183105469,90.55999755859375,51.77402114868164,22.02951431274414,13.1899995803833
2016-12-15,194.1756591796875,19.7643985748291,22.218059539794922,25.615812301635742,59.29583740234375,53.407920837402344,37.811279296875,40.112091064453125,17.745746612548828,20.95439910888672,89.5058822631836,107.33999633789062,90.87999725341797,51.79817199707031,22.271780014038086,12.789999961853027
2016-12-16,193.79592895507812,19.594127655029297,22.05735969543457,25.774816513061523,59.342742919921875,53.30060577392578,37.62562561035156,40.34150695800781,17.962060928344727,20.889772415161133,89.300048828125,108.05000305175781,92.4000015258789,51.846370697021484,22.19659423828125,12.199999809265137
