,TSLA,NVDA,AAPL,MSFT,AMZN,META,JPM,XOM,SPY,GLD,USO,TLT,^VIX
2016-08-10,-0.015086200330822752,-0.006473356314751211,-0.007472365601453035,-0.003097322360765542,0.00032535641185260644,-0.0014403102626818765,-0.00899762255034764,-0.017664825532755835,-0.00247807296417335,0.00467799451232942,-0.030244163516330858,0.0038601279320467086,0.03290050792937693
2016-08-11,-0.003284756490719687,0.020133944238619472,-0.000648201064124887,0.004814142744201888,0.003480945661343604,0.0001601643428852384,0.002753847569614276,0.003581027678107418,0.004630065210985634,-0.006946906948685161,0.0440511230041114,-0.008958579040638348,-0.031186672237139224
2016-08-12,0.0031074879474335404,0.05443786210275553,0.0023137813206051128,-0.006194188179151183,0.0017100167029187041,-0.0001601643428852384,-0.0021411919734277696,0.01294646447567338,-0.0008692937982450744,-0.0021170403750341293,0.02800762125066658,0.00838782624425427,-0.01119255004650066
2016-08-15,-8.864605708724937e-05,-0.0009527033512148897,0.011945551198381033,0.003101815841026312,-0.005282095171927459,-0.007878401986040728,0.006105094129872146,-0.00045565480859277585,0.0028793953958805574,0.003447698256792364,0.024460318841707185,-0.009468646862267782,0.022261212258253504
2016-08-16,-0.008815727347136537,-0.006051850169068562,-0.0009142028029218707,-0.005555396970099213,-0.0058074027950856255,-0.004854403100313931,-0.00015219662565080228,0.0012520036565035753,-0.005170584861698302,0.004915970173445139,0.014760401298199,-0.0026697567827502766,0.06791975014042428
2016-08-17,-0.0016560451065990023,-0.023435401046880355,-0.0014640073178746604,0.00208683635496687,0.0007718881392055899,0.008640510716287686,0.002735549715735086,0.0021584689882798713,0.001878818055389253,0.00023348078990270693,0.006389770285773366,0.005979487086746005,-0.03625050681016839
2016-08-18,0.0012087703175120978,0.015416179051668033,-0.0012824804703770454,0.0006946454865648377,-0.00022233212519351397,-0.0037053577703796137,0.0009100390374903178,0.009038660930133169,0.0022415507970707793,0.004735854578728826,0.02781699500832957,0.001579610175094004,-0.06437440456389032
2016-08-19,0.006644211263916677,0.002573126344764032,0.002563775494611953,0.00034684420872643784,-0.009396973130926245,-0.0028287611837978233,-0.0013655952933673277,-0.01256276388285471,-0.001463042952378757,-0.008868887925520319,0.003533569157841754,-0.005249195269101392,-0.007905192750934376
2016-08-22,-0.009242550052637188,0.00416746444003846,-0.007802591576671958,0.0008676998603598385,0.002861244945909558,0.004763688025171575,-0.0009110570077681679,0.002161481844589197,-4.582120264196021e-05,-0.0014858453674486682,-0.03317201312645679,0.008399219646279654,0.07882098427504403
2016-08-23,0.008531173936035863,0.00805961826294238,0.0031279020326446805,0.003807478769613848,0.003903005725525599,0.0017704309290058617,-0.00045633025527269666,-0.0030733188140921186,0.0020116951367139535,-0.00015650499362607206,0.010879516492455998,0.0010725310337234006,0.008924980470093935
2016-08-24,-0.009922740252936713,-0.015539046155559788,-0.007561557393362062,0.0010360738565431404,-0.006843538827050466,-0.00718169513811695,0.002732982556408192,0.0034140984544626107,-0.005128279246923384,-0.0111768641429979,-0.024647569907777722,-0.002359919212938877,0.08289681536635118
2016-08-25,-0.007484565788911546,-0.006641397796491033,-0.004267380828587797,0.0037891901594204747,0.002598122123023572,0.003314831155485365,0.0018181980337117487,-0.006382739829934536,-0.0006884827962485573,-0.000870990125855009,0.011943193630250981,-0.0038009843523543196,0.013294162237876161
2016-08-26,-0.00439960430209041,0.008093252658550099,-0.0058737654411067375,-0.0024097955055815135,0.012799437467918562,0.008599538684335606,0.0022677339442762623,-0.0021745283201415333,-0.0018853467829682558,-0.001426988513934191,0.0,-0.005837398580126774,0.001466239579774875
2016-08-29,-0.02201424402684493,-0.00064489551096647,-0.0011228276317081232,0.0012054760372013362,0.0029734198958752955,0.012564779428265282,0.010963654650841814,0.006510248001073471,0.004912198300496939,0.001981375674593444,-0.009174323698832865,0.013281938536279903,-0.0534162370395892
2016-08-30,-0.01809971413229583,-0.005823875278572199,-0.007705889771947305,-0.003620944547583438,-0.004821658543237017,-0.0055471624069767245,0.008181505761281294,-0.003649814661324413,-0.0016499487518446543,-0.010106354775587967,-0.011121601164400197,-0.0038586064106516105,0.013814518148433041
2016-08-31,0.003165273370958843,-0.00471709972707135,0.0009429472102948644,-0.007455396058169583,0.0020562643429058447,0.0022225344357007515,0.0,-0.004351339724646408,-0.002848241089070669,-0.0020015218438294013,-0.035091310288493105,0.0014309248375905526,0.022608362435316387
2016-09-01,-0.054473402159251005,0.029080976451423712,0.0059200522598059635,0.0022595337122055525,0.00189632467638301,0.0003963967302844651,-0.004305946714353137,-0.003448770820194902,4.589880385807987e-05,0.004078880664930118,-0.02938499730908095,0.001102854029104705,0.004460934296802499
2016-09-02,-0.015004733126627645,-0.009866518015371029,0.009326007454319551,0.0013883835763501828,0.002359038801240221,0.002691241352099638,0.004157396349901976,0.006656985653068936,0.004497819783936485,0.01016445482850692,0.017734390876626094,-0.008189458551931317,-0.11796851704878542
2016-09-06,0.02521291723393171,0.009391407420216547,-0.00027827934729840464,-0.001040883636874046,0.02104717637633291,0.02513390138568994,-0.0007409496716048736,0.013069114525808168,0.003018234423378452,0.016766351430797855,0.014542240895091929,0.007258893033699643,0.003333412713915518
2016-09-07,-0.005537190401391889,-0.014843549558476499,0.006108942412613505,0.00086740388659301,-0.005580501891665701,0.010123508532575265,-0.004160410462119124,-0.0037328743797866437,-9.176663538479346e-05,-0.003424413203932275,0.012434412668508088,-0.000716886536794803,-0.006677894369882864
2016-09-08,-0.021801547188678327,0.00720944711692445,-0.026558313924606836,-0.003996795250972074,-0.000535527546574599,-0.0059696999705289855,0.0013391791876755654,0.009137582804721767,-0.0022853478711191144,-0.005315481388614707,0.04097403417721246,-0.012620005539800694,0.04663426995405162
2016-09-09,-0.014751515384118452,-0.05109156898652489,-0.022910318171966093,-0.02147225507081263,-0.03098289942021193,-0.02463496662941278,-0.008962073133492954,-0.025130808603812227,-0.024226027448642107,-0.0066053267601926535,-0.03434211097844031,-0.016611989317393494,0.33567253815473874
2016-09-12,0.019503095795038394,0.020454867799350795,0.02215204199955778,0.014833676443235966,0.014821110815878669,0.012432216041334598,0.00613271202875465,0.005168706203411588,0.014245326889555265,-0.0012631537514558033,0.004710342158682046,0.0005165798519755072,-0.14354051078040708
2016-09-13,-0.011411350335593706,-0.014591497101383133,0.023525900589477455,-0.009156754546173484,-0.013677265744095557,-0.011567033866045406,-0.007934551837699644,-0.024117087737034026,-0.01447968539260902,-0.006657679739988431,-0.02570350497500673,-0.011422880838125593,0.1633431594474395
2016-09-14,0.0018345952441611857,0.008813386814225221,0.0347750275275267,-0.004787770954702175,0.00010516043517272422,0.004392486354940495,-0.001955931567644953,-0.0071842508376152026,-0.0003751719249374119,0.003413652381389909,-0.027372161717464927,0.00149071489769792,0.016115881443765634
2016-09-15,0.020210831069030988,0.037213298751747004,0.033433215712554976,0.016395440054990384,0.011236227831537882,0.004529135605611856,0.003607921912490486,0.005657684981802191,0.009943026762977425,-0.006440074325495537,0.004943182533094337,-0.004329571532322163,-0.10695435003365228
2016-09-16,0.02454411750494989,0.002389635224467168,-0.005640002562440571,0.0010486735623871368,0.011406788285257985,0.005593966063798028,-0.012381212381026074,-0.012418452620304166,-0.0038725630749603113,-0.002475784418471072,-0.013902939027251371,0.00804793525276093,-0.058747510901842936
2016-09-19,0.004566012851566548,0.013121590955203988,-0.011729038386858015,-0.005605626389257434,-0.0044025668146487895,-0.0032592331127476726,0.005605420405762729,-0.0023827497076434057,0.00018709464621480265,0.002076861031547139,-0.002002048538777501,-0.003271537276964942,0.010356069861438666
2016-09-20,-0.008272913229984802,-0.00915125518236981,-8.797378225544605e-05,-0.0021098792066318595,0.00658389102716006,-7.7954052557061e-05,0.004070847683481205,-0.0155078188142177,4.685170529938887e-05,0.000957112416020145,0.008977631969762534,0.0034934368042938146,0.02480256524236024
2016-09-21,0.002830171141520843,0.02766880417046036,-0.00017597078607511918,0.016584142167698435,0.012127793126189612,0.010055041985775226,0.005701535082484721,0.009165708357138591,0.011182721710822463,0.014483211562644094,0.03224509304251466,0.008054742789769698,-0.17981213563989495
2016-09-22,0.005878858010439636,0.0024641670818372763,0.00937885200346189,0.001038404472013088,0.018765787320231375,0.0010770569058129453,0.008194622288640652,0.0028767802610549786,0.006281880271427731,0.002354443530493633,0.012422531319477237,0.007916961248878529,-0.10119208237811428
2016-09-23,0.004928963281630949,-0.0010772559601366916,-0.016804011779004924,-0.006768050532747427,0.0013039304990440925,-0.016432124549383254,-0.0020792904817508173,-0.0010776306149065107,-0.005494421877430433,0.0006269244831305087,-0.03282149473165319,-0.0009492220625597625,0.022213953283479082
2016-09-26,0.007396070699163371,-0.009436499401775267,0.001507078562559272,-0.009271386916607671,-0.008212302206602295,-0.005092648865969274,-0.022101361251805507,-0.004684791955854806,-0.008135374976976806,-0.0007836871273143586,0.023279492216734532,0.0063391191885173725,0.1653627289524886
2016-09-27,-0.015332982936980155,0.03362162404559765,0.0018587196636863368,0.01828521454401777,0.020987969934126216,0.010781307530764117,0.008778754397889443,0.002165047074458304,0.006189170439123259,-0.00731797170627857,-0.027212630367531965,0.007307905335109055,-0.10153639009959692
2016-09-28,0.002232554158387856,0.0036001895919022253,0.0075759787218205865,0.0013793946538389612,0.015333211087000365,0.004187307057713419,0.005260423521407098,0.0430297229880674,0.004951069627432858,-0.003164070980187006,0.048086188432108656,-0.002164914839985599,-0.05572253597621568
2016-09-29,-0.027374718827468225,0.009241562909258316,-0.015655179464456825,-0.010915703589372328,0.0003980905879390484,-0.008860600863826562,-0.016017357446242553,-0.005076085679108999,-0.009088559912985517,-0.0011891200048346207,0.02044683426829419,0.0025258107363939075,0.12359519090648874
2016-09-30,0.016455794888206032,0.01648094872228456,0.007725439199871786,0.0034782122402901017,0.00991395359780256,0.0014044807404518522,0.01421684181553795,0.00943968391899297,0.007517918233076237,-0.00341663600998654,0.005504639504404274,-0.008977229484907312,-0.053473044402402525
2016-10-03,0.04630612003964707,-0.0010224145378646687,-0.004699267635867255,-0.003129786361756093,-0.0006809737649837722,0.0038902999399024196,-0.0012019981271769176,-0.0026389840541174436,-0.002407182611780634,-0.0025502061636872853,0.015433812575551542,-0.0033061565460883457,0.020849581502971226
2016-10-04,-0.010773813020036549,-0.0021937141446082276,0.004256815900475885,-0.0031397625091336145,-0.0032440605848815807,-0.004514330127272537,0.008595406746256806,-0.009232278510536318,-0.0051107356212956034,-0.03532787258610437,-0.0009013275636027274,-0.011764315332470687,0.0044118027469197685
2016-10-05,-0.014052203493637005,-0.0010254251858626828,0.0004424517353913693,0.006963860942706734,0.012309537046675256,0.0021818948756697765,0.016233954490719515,0.008658028315553956,0.004415338229783572,-0.0015718922897907106,0.023173962415751426,-0.004669839891094263,-0.04809344104203417
2016-10-06,-0.036442283178419466,-0.013129595423268525,0.00740291102407209,0.0017333770007952332,-0.00320277194891716,0.0020994304074193337,0.0026555835492749758,0.00045949360776287307,0.0006953973915120315,-0.009316280206748573,0.013998465082188716,-0.005588271327766847,-0.011614502917052238
2016-10-07,-0.022082819919176266,-0.007303392987753399,0.0014915485716504584,0.0010382445723764455,-0.002653037041634665,0.0019400899288504192,0.0035296507367266194,-0.0034528065929615437,-0.003435085448320052,0.0006682890904556871,-0.015762174313151966,0.0006722977924420448,0.04864176137982401
2016-10-10,0.0218340507823771,0.0037329088527923715,0.017296356256103707,0.004144079197762718,0.0027124090570467274,0.009644093394397757,0.007751304479048038,0.019409174279262587,0.005194718533442888,0.0035015108361351466,0.02956738452996177,-0.005916062565869851,-0.007446008272215643
2016-10-11,-0.004238857426325904,-0.014561474789951512,0.002151845580460776,-0.014753407848380196,-0.012805732090881428,-0.010497271669339447,-0.004819367897702875,-0.007946325202739857,-0.012710004477511028,-0.005089499061391223,-0.0077419872796520295,-0.0022566803297081606,0.13800564211456878
2016-10-12,0.007021756054656159,0.004526112357001344,0.00890281828870565,-0.0013999693091348853,0.0037114927336450165,0.0013180518590862889,-0.0026382401208140394,-0.0069766349052118315,0.0013110627601990998,0.0015879882252560762,-0.01303796105016275,0.0009786108107316949,0.03518112739122037
2016-10-13,-0.00632240120348726,-0.016391036310585028,-0.003072567021450201,-0.003332417139213728,-0.005783397857695327,-0.009576834791627853,-0.005740952803062527,-0.006563473284873389,-0.003280467088715433,0.002418993710638695,0.005235567434310973,0.0037529088667271893,0.047861936913397685
2016-10-14,-0.01880326184953285,0.009745250990911614,0.005541098977162484,0.008745995092221293,-0.0076503034711685736,0.0004693084071991649,-0.003252833054367521,-0.00023109563920975518,0.0005160479176620214,-0.005597559798284024,-0.004361122668703921,-0.014110682553180709,-0.03474898053229625
2016-10-17,-0.013061373928427766,-0.005774786572468438,-0.0006803268042001598,-0.0034890594607945857,-0.012237983380288142,-0.0026623111081089945,-0.00519701779453019,0.0,-0.003478117222126542,0.0026773752071127532,-0.006137651574589675,0.0063633741867770155,0.005567490128307373
2016-10-18,0.026155183405736082,0.015126176373264466,-0.0006808609036470514,0.007659910141355919,0.0057647801957143585,0.008043406895577476,0.007859133759233305,0.0026543136837453574,0.006242536393179954,0.00616410005463397,0.0070114156449019305,0.0032417767751615756,-0.059083513005746546
2016-10-19,0.0221536904398274,-0.002103580062763788,-0.002983988994849973,-0.0022570107655695004,4.8892619500584544e-05,0.011906819135215407,0.009555641901755951,0.0045993314334431545,0.002663976476718233,0.005713611741873237,0.018174454493724568,0.0008275818332981189,-0.05862236684026367
2016-10-20,-0.0221536904398274,0.0187783758031545,-0.0005127087688863163,-0.004878774996477375,-0.009054054577123605,-0.0008457718070848941,-0.0013176219083064211,0.000458999424817641,-0.0018686630813364857,-0.0030597728971404337,-0.019922663329643875,0.0010520081901601586,-0.04688357530982268
2016-10-21,0.004960053389269969,-0.0028091212374253827,-0.003937047219567891,0.04123394802604885,0.01064269634871362,0.015797682968464066,0.003364051094421505,-0.006788919238561064,0.0004673058263371388,0.0007451585177253861,0.004364846510272358,0.0015014791901579727,-0.03027177218673005
2016-10-24,0.013255782319386178,0.0458669445986688,0.008964729603614163,0.022212149701311024,0.02305357160228949,0.009119832489022706,0.005532809089238366,0.003342788607192837,0.004244061702733504,-0.002237080125500057,-0.004364846510272358,-0.004360568582121083,-0.02428037998692778
2016-10-25,-0.002073553823481067,0.016271792637549964,0.005087171443994176,-0.0001639383679767903,-0.003478227265262479,-0.0074553665006265035,-0.001016973919695019,-0.0021885732307422856,-0.003356374026561859,0.007519794693909176,-0.016762680403870966,0.0026341297063563474,0.03323565511175808
2016-10-26,-0.0004943039876343924,0.0040270293478980035,-0.022751976065323642,-0.005920035138140989,-0.015189311648636128,-0.009493993403641099,0.0047849101559287455,0.004257207132834395,-0.002009705488893232,-0.005613820564916772,-0.0134350089810642,-0.006786569168761858,0.056332562859986446
2016-10-27,0.008713903341231788,-0.020723056470511758,-0.009649270116745878,-0.008780180590482356,-0.00515561210529869,-0.010355701150057683,0.0014456258105335351,-0.0019535041768268258,-0.00267046534106985,0.0018196962666161554,0.010762425365681949,-0.010953339676381901,0.07571181545711703
2016-10-28,-0.020001694420782368,-0.0016992902935036858,-0.006660892555744979,-0.003834217833316611,-0.05273746462714746,0.012261771294803658,-0.0017348593866892692,-0.024928851059209833,-0.0029597596492898504,0.004699292917769604,-0.018002268963880574,-0.0022204967148731214,0.05262709530864118
2016-10-31,-0.011264866438009502,0.00846724450059988,-0.0015837886050600325,0.0008346744221832125,0.017240244930349036,-0.00228743850749602,0.002167891029589253,-0.017371164130520533,4.7043474846297784e-05,0.002956643119974345,-0.04457567073610669,0.00611379382616839,0.05234271008244029
2016-11-01,-0.0357291793332597,-0.030099963363780957,-0.01822028668684572,-0.0020044189585646244,-0.005599220899880297,-0.011440386222261623,-0.004195657360530181,0.0039530739159587824,-0.007271907318868287,0.006457707460557849,0.0037914702232431097,7.585914987995324e-05,0.08427218782453227
2016-11-02,-0.014624928607686272,-0.004208647377308639,0.0008963112318705058,-0.0062065833305600115,-0.025598290110373068,-0.01815609373167071,-0.00421347852466214,-0.0023933767216157698,-0.006036590203672532,0.007387264365792845,-0.027819536958811675,0.004342381277272267,0.040132114405126096
2016-11-03,-0.0031962493126829195,-0.011702787320194252,-0.010776513766147744,-0.0037088496587105446,0.0019183632456769573,-0.058032950773469594,-0.00437816241494593,0.0025130628036600378,-0.004587331813903361,0.005323910740822946,-0.019646978977075236,-0.007706145954921695,0.1335314049650287
2016-11-04,0.016615024207768503,-0.00575502571428943,-0.009054841001919112,-0.008480249478755475,-0.015742016380866364,0.0062305971559499795,-0.009107939985452784,-0.001076503179582744,-0.0011025460207081395,0.0007237632468992672,-0.009970210619110631,0.008920632608909074,0.01928744713309527
2016-11-07,0.01381054256555192,0.05331111509339925,0.01432163500648631,0.02870988608678493,0.038810557775781795,0.011527541697275545,0.030807224265486433,0.022246830916519578,0.02181710880093668,-0.018171976119520927,0.017875382676574958,-0.008537612143884488,-0.1849015737331654
2016-11-08,0.0089141558105581,-0.0015446913178259747,0.0058701992390228774,0.0008276469878296666,0.0035863063860559485,0.01680425251167872,0.0021444512203148136,0.007176060970832232,0.004493828631566998,-0.004183952404119395,-0.005922965515349432,-0.004066205515792731,0.001602173243248295
2016-11-09,-0.02535202722625396,-0.017007142800455566,-0.0016221351439504872,-0.004974050304379585,-0.020351656616763414,-0.008407409301835145,0.044954371145419,0.01095817132582777,0.010546255259409776,-0.0006579098268444383,0.01766477243496034,-0.0433584120392112,-0.2648219043454909
2016-11-10,-0.025093892626658842,-0.03180385597374347,-0.02826384008046956,-0.02473403528959439,-0.03896791591340998,-0.01951042702677519,0.04537141255456856,0.009232526714604283,0.0024923802262550865,-0.015001711673606088,-0.0236231235873694,-0.014881397898228954,0.02472651098201073
2016-11-11,0.01717038500796031,0.2608760736641741,0.005919940766710319,0.005436911010170409,-0.004549761606454705,-0.014844920495058034,0.0005218243696676339,-0.015979533058650297,-0.002307311423495939,-0.022377978717916136,-0.02726059755538479,-0.005637871800647787,-0.03943781214647357
2016-11-14,-0.03843612120585638,-0.05047376543530291,-0.025405287790666975,-0.015366518362383008,-0.027352787702499715,-0.03366393487828123,0.03611184329263306,-0.00456307815112833,0.0007850290368303092,-0.008490234677527297,0.010183328941866243,-0.005999619671422707,0.021641296257279397
2016-11-15,0.012704782652867674,0.030032164855391175,0.01315682509917826,0.019554691563867355,0.033060295526848194,0.01825442309641012,-0.0018886495145737925,0.017897369497061888,0.007772570472599938,0.008661050768427714,0.04652004198676707,0.004934277026613643,-0.07975497278973487
2016-11-16,0.0008702894675929329,0.0612048166057233,0.02653319058768,0.013162422627295278,0.004363275146409329,-0.007365026918727757,-0.025007635777677173,-0.012401142783142305,-0.001880035709095118,-0.0029929143246398837,-0.010695348620981093,0.008982510674834465,0.02584125920615854
2016-11-17,0.025391205236001024,0.008259790836483982,-0.000363836167066367,0.01646072536237142,0.013188079873533987,0.012386508534780738,0.007978329898905123,-0.006082345039510884,0.005127495587209374,-0.005151539575841468,-0.009823205658531897,-0.014823794212702524,-0.027338228339710557
2016-11-18,-0.019482491470073082,0.010444452856647635,0.0009998921202898359,-0.004793947659197606,0.004958593467895511,-0.0065585259414184804,-0.003981303322975194,0.0005861183255913005,-0.0022402030064565537,-0.008818980245606234,0.018582400924299414,-0.0028919959601942935,-0.03817257239318117
2016-11-21,-0.0027061047139538275,-0.004079084990562198,0.015059740580376957,0.008415239703403632,0.02576499750060357,0.03978907917848851,0.004365241968200095,0.014089211801057822,0.007522907597050654,0.003727307214024478,0.04268080318976786,0.002479282612386058,-0.03403575837942574
2016-11-22,0.03540524853286975,0.007179812771778482,0.0006264502165280739,0.004262851126727085,0.006810055400562565,-0.002466681934409465,0.006131271181829767,0.0021943080062003517,0.0019514899968573474,-0.00034614845492697555,-0.013084330552186607,-0.0003297468665950376,-0.0008054957272061181
2016-11-23,0.01025223107104134,0.004907502678702214,-0.005111393975333112,-0.011849824124935626,-0.006656207779334622,-0.005199928625887473,0.0041934188488665924,0.00276495939528143,0.0005438909321382468,-0.020019033913875717,0.0037558693442845126,-0.0038884904029474754,0.0016103431532141776
2016-11-25,0.018010126747193045,0.0020200002592287714,0.005021660241217862,0.0021499646432272534,0.00032043172998097447,-0.0038138698515579605,-0.00038036912254924005,0.0022981190125213047,0.0037087052129143316,-0.005667237234161959,-0.032383796718105096,0.001490563482521523,-0.007266899231622048
2016-11-28,-0.0026987321769169625,-0.0005313190563021042,-0.0019700886757414438,0.0013207072786607377,-0.01758128678726889,0.00024918423934394696,-0.006490899653823767,-0.0074891150116700445,-0.004706078142472592,0.010512021380101544,0.01059226651544165,0.007339423158253311,0.06357569877211988
2016-11-29,-0.03396842788447341,-0.009180137907817798,-0.0009859810394861057,0.007888310379966956,-0.005558189009722714,0.0038129850979480295,0.007631885298854613,-0.00661336541564328,0.0019488137253107496,-0.004668228933025098,-0.037077335878327844,0.004181477821728841,-0.01919444781833901
2016-11-30,-0.0008971036792573273,-0.011323617870767189,-0.008469232497512635,-0.013679732836898939,-0.015795815932649226,-0.02047809264513134,0.01571456296632423,0.01616659982440627,-0.0024022588364269737,-0.01351008608237958,0.08294412372638504,-0.016332823208408342,0.032789846670810974
2016-12-01,-0.040514121310704976,-0.050722807189726216,-0.009363342270990671,-0.01774696879361759,-0.009262441992887727,-0.028436251770306953,0.02000576525784936,-0.000687500176276501,-0.003682223882890412,-0.001880954324207984,0.03594273819673699,-0.010614835143226031,0.054027720969335835
2016-12-02,-0.0022567721671120644,0.009199714926597213,0.003737653332791524,0.0008444214787468596,-0.00446097134137613,0.0026030850487686052,-0.002325708770091417,-0.002295020408822346,0.0005005529477788428,0.005364806083291818,0.01315228271041935,0.007300733901392853,0.0035473745237388776
2016-12-05,0.028948175607045545,0.038046089809624206,-0.0072144534126383775,0.016238788398726722,0.025366439891676418,0.017438061199058552,0.020138994977178193,0.005042388168051026,0.0059907218906083415,-0.005364806083291818,-0.011388573479456099,-0.0010871525150006889,-0.15108641004857049
2016-12-06,-0.005098566625619583,0.01630109855465456,0.007669095380498092,-0.004493993902495941,0.00703382148916365,-0.0010224917917893706,0.005151361279957634,0.0009140483792657861,0.003162536640807012,-0.0009866853717861446,-0.0053004027543366306,-0.0007538722412920862,-0.02925410259790162
2016-12-07,0.038527192309253167,0.017828927726822652,0.009774571290363632,0.023410420950134903,0.007426062958447943,0.005440943496044959,0.004530023061703581,0.0058076313173502925,0.012995797610613202,0.003583283615967936,-0.017873559661414795,0.008507905432977303,0.03582226428149049
2016-12-08,-0.004462487636317292,-0.016866010942226284,0.0097698005148521,-0.005883468037318984,-0.00401883948276982,0.008106113313153251,0.01241243740234843,0.0028348038228145356,0.0024460002681774284,-0.0023276835438492682,0.01964351210808868,-0.011863977352251531,0.033792440285087544
2016-12-09,-0.0005721748391662729,-0.017917143006499492,0.016189918675335147,0.015612652342526623,0.0017317253309037106,0.0064545530832402775,0.004337718262580559,0.0076694183689483,0.006022268206981707,-0.010542046205441302,0.01142862204245354,-0.012517164566246741,-0.07301317529015305
2016-12-12,0.0012999985316772822,-0.024586570380334405,-0.005720673098146278,0.00322239082693887,-0.0111723749547612,-0.016087995040519054,-0.00893007958750136,0.02200405958845142,-0.0011486950191672562,0.0037971130210445736,0.015611792303279692,0.0018706234395873267,0.07301317529015305
2016-12-13,0.02929186970580533,0.01748210736527822,0.016543808492487155,0.012944369149881396,0.018534699983371095,0.021338191645164706,0.0003540619226889419,0.017432887130178543,0.006651885116480294,-0.0033443584495005396,0.00942188206519834,0.00356137150386715,0.006309163024485809
2016-12-14,0.0027215205279542687,0.056298969484073424,0.0,-0.004774751338198158,-0.007154108080486665,-0.0008315893306223288,-0.0003540619226889419,-0.021839905959089023,-0.008288474561436665,-0.014775853703027586,-0.03557857782430229,-0.011236105811772923,0.03628335601117083
2016-12-15,-0.005602282648722312,0.023161447525503753,0.005454215811161234,-0.0015964820405134361,-0.010223583295771999,0.0029904013639985294,0.014877802075711877,0.0034167591012215226,0.004108780146432345,-0.013785715901108553,0.003527337254886298,0.005037594277873758,-0.03079532230778881
2016-12-16,0.02454694578716632,0.01707575090044,0.0012943826224445232,-0.004484522589599749,-0.004253422653516914,-0.005822629470124241,-0.012402229084404581,0.003185618767205689,-0.001957673577587471,0.006592778565066126,0.01658707041071139,-0.0023018852777321186,-0.04722767650298332
2016-12-19,0.0011845266232093365,0.01207691907102404,0.005760577628057373,0.02096663164441992,0.01080223466330299,-0.00526964760222004,0.005751961538859263,-0.008370471526752077,0.00217516598683698,0.004985177307786692,-0.0043384181124386245,0.010698720163401454,-0.040992755237938994
2016-12-20,0.02945393828004228,0.03423985016637754,0.002654355302329936,-0.0012583834286017392,0.006791548117605295,-0.0012588462304732317,0.01279394655750199,0.00011090545225567183,0.0038499785730081726,-0.00739439021746513,0.01038070620594489,-0.004995281191864542,-0.022453467525084925
